data,cambio
02/02/2005,2.6232
03/02/2005,2.6026
04/02/2005,2.6022
10/02/2005,2.6114
11/02/2005,2.6165
14/02/2005,2.5826
15/02/2005,2.5754
16/02/2005,2.5918
17/02/2005,2.5729
18/02/2005,2.5613
21/02/2005,2.5754
22/02/2005,2.5929
23/02/2005,2.5849
25/02/2005,2.6312
28/02/2005,2.5942
01/03/2005,2.6003
04/03/2005,2.6607
07/03/2005,2.6616
08/03/2005,2.6926
09/03/2005,2.7105
10/03/2005,2.7311
11/03/2005,2.7013
14/03/2005,2.7515
15/03/2005,2.7613
16/03/2005,2.7562
17/03/2005,2.7514
18/03/2005,2.7155
22/03/2005,2.7052
23/03/2005,2.7395
24/03/2005,2.7295
28/03/2005,2.7377
29/03/2005,2.7032
30/03/2005,2.68
31/03/2005,2.6654
01/04/2005,2.6542
05/04/2005,2.6247
06/04/2005,2.6059
07/04/2005,2.6011
08/04/2005,2.5934
11/04/2005,2.5775
12/04/2005,2.5891
14/04/2005,2.5739
15/04/2005,2.5963
18/04/2005,2.6149
19/04/2005,2.5817
20/04/2005,2.5637
22/04/2005,2.5384
25/04/2005,2.53
26/04/2005,2.5347
27/04/2005,2.5187
28/04/2005,2.5209
29/04/2005,2.5305
02/05/2005,2.5138
03/05/2005,2.4999
04/05/2005,2.4757
05/05/2005,2.4679
06/05/2005,2.4586
10/05/2005,2.4642
11/05/2005,2.4711
13/05/2005,2.4707
16/05/2005,2.4764
17/05/2005,2.4771
18/05/2005,2.4628
20/05/2005,2.4485
23/05/2005,2.4291
24/05/2005,2.4305
25/05/2005,2.4305
27/05/2005,2.3926
30/05/2005,2.3776
01/06/2005,2.4278
02/06/2005,2.4194
03/06/2005,2.4021
06/06/2005,2.4568
07/06/2005,2.4624
08/06/2005,2.4456
09/06/2005,2.4883
10/06/2005,2.4743
13/06/2005,2.4555
14/06/2005,2.4367
15/06/2005,2.4447
16/06/2005,2.4153
17/06/2005,2.3865
20/06/2005,2.3847
21/06/2005,2.3764
22/06/2005,2.3695
23/06/2005,2.3924
24/06/2005,2.3869
27/06/2005,2.3822
28/06/2005,2.3686
29/06/2005,2.3541
30/06/2005,2.3496
01/07/2005,2.3451
04/07/2005,2.3707
06/07/2005,2.3893
07/07/2005,2.3882
08/07/2005,2.3675
11/07/2005,2.3494
12/07/2005,2.3345
13/07/2005,2.3474
14/07/2005,2.3425
15/07/2005,2.3419
18/07/2005,2.3296
19/07/2005,2.3426
20/07/2005,2.3514
21/07/2005,2.3397
22/07/2005,2.3753
25/07/2005,2.4279
26/07/2005,2.4648
27/07/2005,2.4431
28/07/2005,2.4203
29/07/2005,2.3897
01/08/2005,2.3777
02/08/2005,2.3522
03/08/2005,2.3143
04/08/2005,2.3046
05/08/2005,2.2978
08/08/2005,2.3092
09/08/2005,2.3143
10/08/2005,2.2759
11/08/2005,2.3161
15/08/2005,2.3414
16/08/2005,2.3434
17/08/2005,2.3484
18/08/2005,2.3629
19/08/2005,2.4308
23/08/2005,2.4089
24/08/2005,2.4227
25/08/2005,2.4195
26/08/2005,2.4121
29/08/2005,2.39787
30/08/2005,2.3853
31/08/2005,2.3629
01/09/2005,2.3615
02/09/2005,2.3421
05/09/2005,2.3287
06/09/2005,2.3254
09/09/2005,2.3167
12/09/2005,2.3189
13/09/2005,2.3261
14/09/2005,2.3292
15/09/2005,2.3004
16/09/2005,2.2929
19/09/2005,2.2897
21/09/2005,2.2819
22/09/2005,2.2744
23/09/2005,2.2674
26/09/2005,2.2575
27/09/2005,2.2525
28/09/2005,2.2425
29/09/2005,2.2236
30/09/2005,2.2214
03/10/2005,2.2331
04/10/2005,2.2416
05/10/2005,2.2677
06/10/2005,2.2878
07/10/2005,2.2622
10/10/2005,2.2376
11/10/2005,2.2343
13/10/2005,2.2619
14/10/2005,2.2503
17/10/2005,2.2344
18/10/2005,2.2397
19/10/2005,2.2527
20/10/2005,2.2435
21/10/2005,2.2538
24/10/2005,2.2615
26/10/2005,2.2738
27/10/2005,2.2843
28/10/2005,2.2783
31/10/2005,2.2535
01/11/2005,2.2508
03/11/2005,2.2328
04/11/2005,2.2223
07/11/2005,2.2005
08/11/2005,2.2024
09/11/2005,2.1709
10/11/2005,2.1749
11/11/2005,2.1625
14/11/2005,2.1982
16/11/2005,2.1966
17/11/2005,2.1858
18/11/2005,2.2179
21/11/2005,2.2173
22/11/2005,2.2503
23/11/2005,2.2372
24/11/2005,2.2362
25/11/2005,2.2321
28/11/2005,2.2086
29/11/2005,2.1972
30/11/2005,2.2062
01/12/2005,2.2169
02/12/2005,2.2053
06/12/2005,2.1799
07/12/2005,2.1792
08/12/2005,2.2119
09/12/2005,2.2438
12/12/2005,2.2626
13/12/2005,2.2557
14/12/2005,2.2771
15/12/2005,2.2949
16/12/2005,2.3348
19/12/2005,2.3727
20/12/2005,2.3489
22/12/2005,2.3246
23/12/2005,2.3319
26/12/2005,2.3317
27/12/2005,2.3518
28/12/2005,2.3475
29/12/2005,2.3399
30/12/2005,2.3399
02/01/2006,2.3362
03/01/2006,2.3452
04/01/2006,2.3058
05/01/2006,2.2817
06/01/2006,2.2862
09/01/2006,2.2624
11/01/2006,2.2671
12/01/2006,2.2721
13/01/2006,2.2739
16/01/2006,2.2754
17/01/2006,2.2916
18/01/2006,2.3268
19/01/2006,2.3217
20/01/2006,2.2748
23/01/2006,2.2601
24/01/2006,2.2432
25/01/2006,2.2425
26/01/2006,2.2374
27/01/2006,2.2144
30/01/2006,2.2108
31/01/2006,2.2152
01/02/2006,2.2209
02/02/2006,2.2202
03/02/2006,2.2194
06/02/2006,2.1869
07/02/2006,2.1858
08/02/2006,2.1948
10/02/2006,2.1567
13/02/2006,2.1613
14/02/2006,2.1427
15/02/2006,2.1367
16/02/2006,2.1169
17/02/2006,2.1178
20/02/2006,2.1174
21/02/2006,2.1289
22/02/2006,2.1476
23/02/2006,2.1345
24/02/2006,2.1347
01/03/2006,2.1173
02/03/2006,2.1126
03/03/2006,2.1147
06/03/2006,2.1253
07/03/2006,2.1674
09/03/2006,2.1607
10/03/2006,2.1439
13/03/2006,2.1341
14/03/2006,2.1261
15/03/2006,2.1207
16/03/2006,2.1059
20/03/2006,2.1378
21/03/2006,2.1583
22/03/2006,2.1545
23/03/2006,2.1498
27/03/2006,2.1796
30/03/2006,2.1944
31/03/2006,2.1716
03/04/2006,2.1534
04/04/2006,2.1285
05/04/2006,2.1336
06/04/2006,2.1291
07/04/2006,2.1401
10/04/2006,2.1514
11/04/2006,2.1412
12/04/2006,2.1328
13/04/2006,2.1428
17/04/2006,2.1335
18/04/2006,2.1284
19/04/2006,2.1135
20/04/2006,2.1228
24/04/2006,2.1174
25/04/2006,2.1225
26/04/2006,2.1216
27/04/2006,2.1128
28/04/2006,2.0884
03/05/2006,2.0698
04/05/2006,2.0659
05/05/2006,2.0579
08/05/2006,2.0643
09/05/2006,2.0634
10/05/2006,2.0578
11/05/2006,2.0873
12/05/2006,2.1299
15/05/2006,2.1766
16/05/2006,2.1395
17/05/2006,2.1818
18/05/2006,2.1825
19/05/2006,2.1922
22/05/2006,2.2875
23/05/2006,2.2593
24/05/2006,2.3703
25/05/2006,2.3142
26/05/2006,2.2512
29/05/2006,2.2558
30/05/2006,2.3227
31/05/2006,2.2997
01/06/2006,2.2705
02/06/2006,2.2587
05/06/2006,2.2549
06/06/2006,2.2678
07/06/2006,2.2492
08/06/2006,2.2693
09/06/2006,2.2607
12/06/2006,2.2699
14/06/2006,2.2837
16/06/2006,2.2513
19/06/2006,2.2396
20/06/2006,2.2498
22/06/2006,2.2383
23/06/2006,2.2454
26/06/2006,2.2251
27/06/2006,2.2307
28/06/2006,2.2254
29/06/2006,2.2055
30/06/2006,2.1635
03/07/2006,2.1693
04/07/2006,2.1638
05/07/2006,2.1947
06/07/2006,2.1832
07/07/2006,2.1757
10/07/2006,2.1742
11/07/2006,2.1851
12/07/2006,2.1907
13/07/2006,2.2098
14/07/2006,2.2122
17/07/2006,2.2118
18/07/2006,2.1954
19/07/2006,2.1802
20/07/2006,2.1887
21/07/2006,2.1927
24/07/2006,2.1908
25/07/2006,2.1985
26/07/2006,2.1976
27/07/2006,2.1891
28/07/2006,2.1792
31/07/2006,2.1754
01/08/2006,2.1897
02/08/2006,2.1813
03/08/2006,2.1827
04/08/2006,2.1712
07/08/2006,2.1785
08/08/2006,2.1831
09/08/2006,2.1679
11/08/2006,2.1608
14/08/2006,2.1597
15/08/2006,2.1472
16/08/2006,2.1321
17/08/2006,2.1357
18/08/2006,2.1448
21/08/2006,2.1353
22/08/2006,2.1347
23/08/2006,2.1346
24/08/2006,2.1515
25/08/2006,2.1563
28/08/2006,2.1465
29/08/2006,2.1411
30/08/2006,2.1322
04/09/2006,2.1274
06/09/2006,2.1435
08/09/2006,2.1574
11/09/2006,2.1743
12/09/2006,2.1724
13/09/2006,2.1692
14/09/2006,2.1585
15/09/2006,2.1532
18/09/2006,2.1445
20/09/2006,2.1682
21/09/2006,2.1961
22/09/2006,2.2169
26/09/2006,2.1972
27/09/2006,2.1852
28/09/2006,2.1785
29/09/2006,2.1734
02/10/2006,2.1615
03/10/2006,2.1647
04/10/2006,2.1668
05/10/2006,2.1621
06/10/2006,2.1621
10/10/2006,2.1489
11/10/2006,2.1538
13/10/2006,2.1411
16/10/2006,2.1323
17/10/2006,2.1353
18/10/2006,2.1331
19/10/2006,2.1379
20/10/2006,2.1449
23/10/2006,2.1383
24/10/2006,2.1459
25/10/2006,2.1502
26/10/2006,2.1355
30/10/2006,2.1448
31/10/2006,2.1422
01/11/2006,2.1402
03/11/2006,2.1412
07/11/2006,2.1345
08/11/2006,2.1456
09/11/2006,2.1404
10/11/2006,2.1481
13/11/2006,2.1612
14/11/2006,2.1529
16/11/2006,2.1509
17/11/2006,2.1585
20/11/2006,2.1614
22/11/2006,2.1615
23/11/2006,2.1675
24/11/2006,2.1692
27/11/2006,2.1792
28/11/2006,2.1862
29/11/2006,2.1775
01/12/2006,2.1664
04/12/2006,2.1685
05/12/2006,2.1552
08/12/2006,2.1434
11/12/2006,2.1376
12/12/2006,2.1473
13/12/2006,2.1451
14/12/2006,2.1452
15/12/2006,2.1462
18/12/2006,2.1462
19/12/2006,2.1564
20/12/2006,2.1552
26/12/2006,2.1429
27/12/2006,2.1489
28/12/2006,2.1372
29/12/2006,2.1372
02/01/2007,2.1334
03/01/2007,2.1364
04/01/2007,2.1421
05/01/2007,2.1466
08/01/2007,2.1497
09/01/2007,2.1498
10/01/2007,2.1548
11/01/2007,2.1457
12/01/2007,2.1413
15/01/2007,2.1399
16/01/2007,2.1436
17/01/2007,2.1342
18/01/2007,2.1321
19/01/2007,2.1399
22/01/2007,2.1319
24/01/2007,2.1278
25/01/2007,2.1273
26/01/2007,2.1352
29/01/2007,2.1352
30/01/2007,2.1321
31/01/2007,2.1239
01/02/2007,2.1085
02/02/2007,2.0974
05/02/2007,2.0956
06/02/2007,2.0825
07/02/2007,2.0844
08/02/2007,2.0943
09/02/2007,2.1025
12/02/2007,2.1132
14/02/2007,2.0992
15/02/2007,2.0888
16/02/2007,2.0905
21/02/2007,2.0794
22/02/2007,2.0758
26/02/2007,2.0855
27/02/2007,2.1091
28/02/2007,2.1174
01/03/2007,2.1252
02/03/2007,2.1266
06/03/2007,2.1201
07/03/2007,2.1113
08/03/2007,2.1046
09/03/2007,2.0975
12/03/2007,2.0894
13/03/2007,2.0954
14/03/2007,2.1036
15/03/2007,2.0901
16/03/2007,2.0907
19/03/2007,2.0784
20/03/2007,2.0755
21/03/2007,2.0668
22/03/2007,2.0594
23/03/2007,2.0644
26/03/2007,2.0593
27/03/2007,2.0629
28/03/2007,2.0708
29/03/2007,2.0537
30/03/2007,2.0496
03/04/2007,2.0364
04/04/2007,2.0313
05/04/2007,2.0325
09/04/2007,2.0228
10/04/2007,2.0274
11/04/2007,2.0325
12/04/2007,2.0363
13/04/2007,2.0223
16/04/2007,2.0332
18/04/2007,2.0357
19/04/2007,2.0304
20/04/2007,2.0254
23/04/2007,2.0282
24/04/2007,2.0377
25/04/2007,2.0228
26/04/2007,2.0244
27/04/2007,2.0313
30/04/2007,2.0331
03/05/2007,2.0231
04/05/2007,2.0301
07/05/2007,2.0258
08/05/2007,2.0218
09/05/2007,2.0214
10/05/2007,2.0209
11/05/2007,2.0186
15/05/2007,1.9914
16/05/2007,1.9578
17/05/2007,1.9565
18/05/2007,1.9622
21/05/2007,1.9427
22/05/2007,1.9401
23/05/2007,1.9481
24/05/2007,1.9645
25/05/2007,1.9512
28/05/2007,1.9433
29/05/2007,1.9453
31/05/2007,1.9281
01/06/2007,1.9048
04/06/2007,1.9207
05/06/2007,1.9387
06/06/2007,1.9609
11/06/2007,1.9465
12/06/2007,1.9412
13/06/2007,1.9434
14/06/2007,1.9295
15/06/2007,1.9089
18/06/2007,1.9
19/06/2007,1.91
21/06/2007,1.9189
22/06/2007,1.9326
25/06/2007,1.9371
27/06/2007,1.9491
28/06/2007,1.9248
29/06/2007,1.9254
02/07/2007,1.9168
03/07/2007,1.9114
04/07/2007,1.9091
05/07/2007,1.9149
06/07/2007,1.9025
09/07/2007,1.8984
10/07/2007,1.8939
11/07/2007,1.8892
12/07/2007,1.8759
13/07/2007,1.8676
16/07/2007,1.8639
17/07/2007,1.8613
18/07/2007,1.8601
19/07/2007,1.8528
20/07/2007,1.8598
24/07/2007,1.8517
25/07/2007,1.8635
26/07/2007,1.9046
27/07/2007,1.9061
30/07/2007,1.8801
31/07/2007,1.8768
01/08/2007,1.8848
02/08/2007,1.8721
03/08/2007,1.8806
06/08/2007,1.9098
07/08/2007,1.9069
08/08/2007,1.8858
09/08/2007,1.9183
10/08/2007,1.9542
13/08/2007,1.9403
14/08/2007,1.9801
15/08/2007,2.0035
16/08/2007,2.1116
17/08/2007,2.0368
20/08/2007,2.0272
21/08/2007,2.0377
22/08/2007,2.0165
23/08/2007,1.9931
24/08/2007,1.9847
27/08/2007,1.9481
28/08/2007,1.9841
29/08/2007,1.9856
30/08/2007,1.9769
31/08/2007,1.9612
03/09/2007,1.9539
05/09/2007,1.9632
06/09/2007,1.9537
10/09/2007,1.9583
11/09/2007,1.9296
12/09/2007,1.9117
13/09/2007,1.8983
14/09/2007,1.9023
17/09/2007,1.9115
18/09/2007,1.8952
19/09/2007,1.8631
20/09/2007,1.8629
24/09/2007,1.8686
25/09/2007,1.8648
26/09/2007,1.8485
27/09/2007,1.8401
28/09/2007,1.8381
01/10/2007,1.8217
02/10/2007,1.8227
03/10/2007,1.8266
04/10/2007,1.8276
05/10/2007,1.8084
08/10/2007,1.8125
09/10/2007,1.81
11/10/2007,1.7912
16/10/2007,1.8234
18/10/2007,1.8063
19/10/2007,1.7956
22/10/2007,1.8198
23/10/2007,1.7999
24/10/2007,1.7961
25/10/2007,1.7888
26/10/2007,1.7744
29/10/2007,1.7587
30/10/2007,1.7544
31/10/2007,1.7432
01/11/2007,1.7452
05/11/2007,1.7548
06/11/2007,1.7317
07/11/2007,1.7392
08/11/2007,1.7346
09/11/2007,1.7482
12/11/2007,1.7732
13/11/2007,1.7674
16/11/2007,1.7406
19/11/2007,1.7585
20/11/2007,1.7639
21/11/2007,1.7858
22/11/2007,1.7739
23/11/2007,1.7954
26/11/2007,1.8102
27/11/2007,1.8493
29/11/2007,1.7897
30/11/2007,1.7829
04/12/2007,1.8225
05/12/2007,1.7948
06/12/2007,1.7865
07/12/2007,1.7608
10/12/2007,1.7612
11/12/2007,1.7642
12/12/2007,1.7616
13/12/2007,1.7738
14/12/2007,1.7951
17/12/2007,1.8115
18/12/2007,1.8083
19/12/2007,1.8011
20/12/2007,1.8024
21/12/2007,1.7958
24/12/2007,1.7901
26/12/2007,1.7787
27/12/2007,1.7663
28/12/2007,1.7705
31/12/2007,1.7705
02/01/2008,1.7714
03/01/2008,1.7561
04/01/2008,1.7566
07/01/2008,1.7667
08/01/2008,1.7546
09/01/2008,1.7683
11/01/2008,1.7528
14/01/2008,1.7406
15/01/2008,1.7442
16/01/2008,1.7622
17/01/2008,1.7679
18/01/2008,1.7842
21/01/2008,1.8293
22/01/2008,1.8033
23/01/2008,1.8139
24/01/2008,1.7875
25/01/2008,1.7904
28/01/2008,1.7898
29/01/2008,1.7754
30/01/2008,1.7794
31/01/2008,1.7595
01/02/2008,1.7443
06/02/2008,1.7523
07/02/2008,1.7619
08/02/2008,1.7673
11/02/2008,1.7593
13/02/2008,1.7451
14/02/2008,1.7461
15/02/2008,1.7533
18/02/2008,1.7386
19/02/2008,1.7321
20/02/2008,1.7343
21/02/2008,1.7096
22/02/2008,1.7032
25/02/2008,1.7054
26/02/2008,1.6874
27/02/2008,1.6707
28/02/2008,1.6715
29/02/2008,1.6825
03/03/2008,1.6808
04/03/2008,1.6722
05/03/2008,1.6692
06/03/2008,1.6712
07/03/2008,1.6833
10/03/2008,1.6988
11/03/2008,1.6939
12/03/2008,1.6788
13/03/2008,1.6963
14/03/2008,1.6939
18/03/2008,1.6999
19/03/2008,1.7037
20/03/2008,1.7416
24/03/2008,1.7399
25/03/2008,1.7333
27/03/2008,1.7337
28/03/2008,1.7448
31/03/2008,1.7483
01/04/2008,1.7526
02/04/2008,1.7265
03/04/2008,1.7244
04/04/2008,1.7109
07/04/2008,1.6982
10/04/2008,1.6814
11/04/2008,1.6868
14/04/2008,1.6859
15/04/2008,1.6814
16/04/2008,1.6691
18/04/2008,1.6685
22/04/2008,1.6567
23/04/2008,1.6574
24/04/2008,1.6679
28/04/2008,1.6756
30/04/2008,1.6864
02/05/2008,1.6498
06/05/2008,1.6607
07/05/2008,1.6733
08/05/2008,1.6928
09/05/2008,1.6941
12/05/2008,1.6735
13/05/2008,1.6575
14/05/2008,1.6633
15/05/2008,1.6593
16/05/2008,1.6426
19/05/2008,1.6452
20/05/2008,1.6562
21/05/2008,1.6484
23/05/2008,1.6539
26/05/2008,1.6602
27/05/2008,1.6673
28/05/2008,1.6622
29/05/2008,1.6488
30/05/2008,1.6286
04/06/2008,1.6299
05/06/2008,1.6254
06/06/2008,1.6274
09/06/2008,1.6257
10/06/2008,1.6384
12/06/2008,1.6392
16/06/2008,1.6269
17/06/2008,1.6119
18/06/2008,1.6105
19/06/2008,1.6043
20/06/2008,1.6034
23/06/2008,1.6109
24/06/2008,1.6038
25/06/2008,1.5993
26/06/2008,1.5943
27/06/2008,1.6069
30/06/2008,1.5911
01/07/2008,1.6053
02/07/2008,1.5985
03/07/2008,1.6081
04/07/2008,1.6092
07/07/2008,1.6033
08/07/2008,1.6019
09/07/2008,1.6084
10/07/2008,1.6139
11/07/2008,1.6024
14/07/2008,1.5934
15/07/2008,1.5902
16/07/2008,1.5952
17/07/2008,1.5905
22/07/2008,1.5803
23/07/2008,1.5826
24/07/2008,1.5773
25/07/2008,1.5737
28/07/2008,1.5746
29/07/2008,1.5722
30/07/2008,1.5633
31/07/2008,1.5658
01/08/2008,1.5585
04/08/2008,1.5651
05/08/2008,1.5724
06/08/2008,1.5774
07/08/2008,1.5835
08/08/2008,1.6128
12/08/2008,1.6153
13/08/2008,1.6203
14/08/2008,1.6196
15/08/2008,1.6381
18/08/2008,1.6341
19/08/2008,1.6335
20/08/2008,1.6199
21/08/2008,1.6135
22/08/2008,1.6209
25/08/2008,1.6267
26/08/2008,1.6367
27/08/2008,1.6205
28/08/2008,1.6254
29/08/2008,1.6336
01/09/2008,1.6439
02/09/2008,1.6594
04/09/2008,1.7002
05/09/2008,1.7297
08/09/2008,1.7274
09/09/2008,1.7536
11/09/2008,1.8247
12/09/2008,1.7904
15/09/2008,1.8117
16/09/2008,1.8402
17/09/2008,1.8652
18/09/2008,1.9151
22/09/2008,1.7981
23/09/2008,1.8234
24/09/2008,1.8437
25/09/2008,1.8269
26/09/2008,1.8547
29/09/2008,1.9551
30/09/2008,1.9135
01/10/2008,1.9205
02/10/2008,2.0073
03/10/2008,2.0532
06/10/2008,2.1761
07/10/2008,2.1875
08/10/2008,2.3916
10/10/2008,2.2872
13/10/2008,2.1554
14/10/2008,2.0781
15/10/2008,2.1543
16/10/2008,2.1846
17/10/2008,2.1012
20/10/2008,2.1166
21/10/2008,2.1933
22/10/2008,2.3642
23/10/2008,2.3139
24/10/2008,2.3104
27/10/2008,2.2516
28/10/2008,2.1692
29/10/2008,2.1312
30/10/2008,2.1143
31/10/2008,2.1145
04/11/2008,2.1219
05/11/2008,2.1202
06/11/2008,2.1585
07/11/2008,2.1605
10/11/2008,2.1327
11/11/2008,2.2002
12/11/2008,2.2624
13/11/2008,2.3306
14/11/2008,2.2792
17/11/2008,2.2932
18/11/2008,2.2988
19/11/2008,2.3758
20/11/2008,2.3954
21/11/2008,2.4269
24/11/2008,2.3492
25/11/2008,2.3048
26/11/2008,2.3213
27/11/2008,2.2649
28/11/2008,2.3323
01/12/2008,2.3557
02/12/2008,2.3449
03/12/2008,2.4205
04/12/2008,2.4897
05/12/2008,2.4996
08/12/2008,2.4681
09/12/2008,2.4821
10/12/2008,2.4675
11/12/2008,2.3389
12/12/2008,2.3912
15/12/2008,2.3682
16/12/2008,2.3775
17/12/2008,2.3568
18/12/2008,2.3564
19/12/2008,2.3851
22/12/2008,2.3732
23/12/2008,2.3743
26/12/2008,2.3605
29/12/2008,2.3948
30/12/2008,2.3362
05/01/2009,2.2772
06/01/2009,2.1881
07/01/2009,2.2166
08/01/2009,2.2675
09/01/2009,2.2859
12/01/2009,2.2961
13/01/2009,2.3075
14/01/2009,2.3333
15/01/2009,2.3795
19/01/2009,2.3298
21/01/2009,2.3536
22/01/2009,2.3291
26/01/2009,2.3141
27/01/2009,2.3101
28/01/2009,2.2974
29/01/2009,2.2753
30/01/2009,2.3154
02/02/2009,2.3467
03/02/2009,2.3136
04/02/2009,2.2986
05/02/2009,2.3057
09/02/2009,2.2438
11/02/2009,2.2862
12/02/2009,2.2901
13/02/2009,2.2672
16/02/2009,2.2711
17/02/2009,2.3123
18/02/2009,2.3388
19/02/2009,2.3241
20/02/2009,2.3908
25/02/2009,2.3806
26/02/2009,2.3495
27/02/2009,2.3776
02/03/2009,2.4113
04/03/2009,2.3909
05/03/2009,2.3814
09/03/2009,2.3773
10/03/2009,2.3507
11/03/2009,2.3358
13/03/2009,2.3004
16/03/2009,2.2697
17/03/2009,2.2825
18/03/2009,2.2798
19/03/2009,2.2371
20/03/2009,2.2559
23/03/2009,2.2497
24/03/2009,2.2559
25/03/2009,2.2427
26/03/2009,2.2367
27/03/2009,2.2737
30/03/2009,2.3289
31/03/2009,2.3144
01/04/2009,2.2891
02/04/2009,2.2347
03/04/2009,2.2064
06/04/2009,2.2244
07/04/2009,2.2241
08/04/2009,2.2006
09/04/2009,2.1758
13/04/2009,2.1691
14/04/2009,2.1868
15/04/2009,2.1984
16/04/2009,2.1783
17/04/2009,2.1856
20/04/2009,2.2342
23/04/2009,2.2099
24/04/2009,2.1925
27/04/2009,2.2157
28/04/2009,2.2029
30/04/2009,2.1775
04/05/2009,2.1361
05/05/2009,2.1468
06/05/2009,2.2105
07/05/2009,2.0976
08/05/2009,2.0742
11/05/2009,2.0571
12/05/2009,2.0641
13/05/2009,2.0984
14/05/2009,2.0921
15/05/2009,2.0754
18/05/2009,2.0776
20/05/2009,2.0191
21/05/2009,2.0256
22/05/2009,2.0271
25/05/2009,2.0226
26/05/2009,2.0253
27/05/2009,2.0087
28/05/2009,2.0136
29/05/2009,1.9722
01/06/2009,1.9432
02/06/2009,1.9362
03/06/2009,1.9592
04/06/2009,1.9489
05/06/2009,1.9526
08/06/2009,1.9696
09/06/2009,1.9377
10/06/2009,1.9466
12/06/2009,1.9293
16/06/2009,1.9453
17/06/2009,1.9776
18/06/2009,1.9701
19/06/2009,1.9584
22/06/2009,2.0066
23/06/2009,2.0011
24/06/2009,1.9716
25/06/2009,1.9554
26/06/2009,1.9388
29/06/2009,1.9479
30/06/2009,1.9508
01/07/2009,1.9334
02/07/2009,1.9461
03/07/2009,1.9466
06/07/2009,1.9703
07/07/2009,1.9633
08/07/2009,1.9974
09/07/2009,1.9913
10/07/2009,2.0139
13/07/2009,1.9887
14/07/2009,1.9696
15/07/2009,1.9412
16/07/2009,1.9332
17/07/2009,1.9282
21/07/2009,1.9035
22/07/2009,1.9021
23/07/2009,1.8914
24/07/2009,1.8952
27/07/2009,1.8829
28/07/2009,1.8811
29/07/2009,1.8974
30/07/2009,1.8803
31/07/2009,1.8718
03/08/2009,1.8361
04/08/2009,1.8264
05/08/2009,1.8173
07/08/2009,1.8224
10/08/2009,1.8404
11/08/2009,1.8449
12/08/2009,1.8378
13/08/2009,1.8317
14/08/2009,1.8377
17/08/2009,1.8674
18/08/2009,1.8566
19/08/2009,1.8425
20/08/2009,1.8426
21/08/2009,1.8289
24/08/2009,1.8331
25/08/2009,1.8411
26/08/2009,1.8662
27/08/2009,1.8661
28/08/2009,1.8732
31/08/2009,1.8856
01/09/2009,1.8821
03/09/2009,1.8694
04/09/2009,1.8493
08/09/2009,1.8246
09/09/2009,1.8272
10/09/2009,1.8253
11/09/2009,1.8171
14/09/2009,1.8189
15/09/2009,1.8079
16/09/2009,1.7976
17/09/2009,1.8086
18/09/2009,1.8041
21/09/2009,1.8164
22/09/2009,1.8053
23/09/2009,1.7908
24/09/2009,1.7909
25/09/2009,1.8009
28/09/2009,1.7902
30/09/2009,1.7773
01/10/2009,1.7786
02/10/2009,1.7836
05/10/2009,1.7665
06/10/2009,1.7525
07/10/2009,1.7587
08/10/2009,1.7404
09/10/2009,1.7381
14/10/2009,1.7091
15/10/2009,1.7029
16/10/2009,1.7127
19/10/2009,1.7122
20/10/2009,1.7442
21/10/2009,1.7432
22/10/2009,1.7296
23/10/2009,1.7105
26/10/2009,1.7149
27/10/2009,1.7334
28/10/2009,1.7439
29/10/2009,1.7428
30/10/2009,1.7432
04/11/2009,1.7263
05/11/2009,1.7232
06/11/2009,1.7171
09/11/2009,1.7016
10/11/2009,1.7088
11/11/2009,1.7104
12/11/2009,1.7242
13/11/2009,1.7282
16/11/2009,1.7119
17/11/2009,1.7145
18/11/2009,1.7095
19/11/2009,1.7348
23/11/2009,1.7237
24/11/2009,1.7274
25/11/2009,1.7264
26/11/2009,1.7401
27/11/2009,1.7435
30/11/2009,1.7497
01/12/2009,1.7285
02/12/2009,1.7193
03/12/2009,1.7088
04/12/2009,1.7123
07/12/2009,1.7294
08/12/2009,1.7474
09/12/2009,1.7603
10/12/2009,1.7619
11/12/2009,1.7513
14/12/2009,1.7475
15/12/2009,1.7449
17/12/2009,1.7815
18/12/2009,1.7871
21/12/2009,1.7779
22/12/2009,1.7817
23/12/2009,1.7755
24/12/2009,1.7519
29/12/2009,1.7413
30/12/2009,1.7404
04/01/2010,1.7232
05/01/2010,1.7219
06/01/2010,1.7329
07/01/2010,1.7405
08/01/2010,1.7382
11/01/2010,1.7315
12/01/2010,1.7431
13/01/2010,1.7434
15/01/2010,1.7703
18/01/2010,1.7713
19/01/2010,1.7739
20/01/2010,1.7846
21/01/2010,1.7895
22/01/2010,1.8179
25/01/2010,1.8186
26/01/2010,1.8359
27/01/2010,1.8505
28/01/2010,1.8552
01/02/2010,1.8765
02/02/2010,1.8355
03/02/2010,1.8329
04/02/2010,1.8707
05/02/2010,1.8745
08/02/2010,1.8722
09/02/2010,1.8542
10/02/2010,1.8475
11/02/2010,1.8508
12/02/2010,1.8662
17/02/2010,1.8305
18/02/2010,1.8258
19/02/2010,1.8108
22/02/2010,1.8038
23/02/2010,1.8178
24/02/2010,1.8195
25/02/2010,1.8356
26/02/2010,1.8102
01/03/2010,1.7992
02/03/2010,1.7843
03/03/2010,1.7838
05/03/2010,1.7816
08/03/2010,1.7818
09/03/2010,1.7891
10/03/2010,1.7708
11/03/2010,1.7685
12/03/2010,1.7629
15/03/2010,1.7636
